1;0;1;2;1;------;1;0;0
2;0;1;1;2;------;0;-1;0
3;0;1;2;2;------;0;0;0
4;0;2;1;5;------;0;0;0
5;0;2;4;1;------;0;0;0
6;0;2;3;2;------;0;0;0
7;0;2;2;2;-----W;0;0;0
8;0;2;2;3;------;0;0;0
9;0;3;3;4;------;0;0;0
10;0;3;3;1;--D---;0;0;0
11;0;3;5;2;------;0;0;0
12;0;3;2;5;------;0;0;0
13;0;4;5;3;------;1;-1;0
14;0;4;9;1;------;0;0;0
15;0;4;4;5;------;0;0;0
16;0;4;6;2;------;0;0;0
17;0;4;4;5;------;0;0;0
18;0;4;7;4;------;0;0;0
19;0;5;5;6;------;0;0;0
20;0;5;8;2;------;0;0;0
21;0;5;6;5;------;0;0;0
22;0;6;7;5;------;0;0;0
23;0;7;8;8;------;0;0;0
24;0;1;1;1;------;0;-1;0
25;0;2;3;1;------;-2;-2;0
26;0;2;3;2;------;0;-1;0
27;0;2;2;2;------;2;0;0
28;0;2;1;2;------;0;0;1
29;0;2;2;1;------;0;0;1
30;0;3;4;2;------;0;-2;0
31;0;3;3;1;------;0;-1;0
32;0;3;3;2;------;0;0;1
33;0;4;4;3;------;0;0;1
34;0;5;3;5;------;0;0;1
35;0;6;5;2;B-----;0;0;1
36;0;6;4;4;------;0;0;2
37;0;6;5;7;------;0;0;1
38;0;1;1;3;--D---;0;0;0
39;0;1;2;1;--D---;0;0;0
40;0;3;2;3;--DG--;0;0;0
41;0;3;2;2;-CD---;0;0;0
42;0;4;4;2;--D---;0;0;0
43;0;6;5;5;--D---;0;0;0
44;0;6;3;7;--D-L-;0;0;0
45;0;6;6;5;B-D---;-3;0;0
46;0;9;7;7;--D---;0;0;0
47;0;2;1;5;--D---;0;0;0
48;0;1;1;1;----L-;0;0;0
49;0;2;1;2;---GL-;0;0;0
50;0;3;3;2;----L-;0;0;0
51;0;4;3;5;----L-;0;0;0
52;0;4;2;4;----L-;0;0;0
53;0;4;1;1;-C--L-;0;0;0
54;0;3;2;2;----L-;0;0;0
55;0;2;0;5;---G--;0;0;0
56;0;4;2;7;------;0;0;0
57;0;4;1;8;------;0;0;0
58;0;6;5;6;B-----;0;0;0
59;0;7;7;7;------;1;-1;0
60;0;7;4;8;------;0;0;0
61;0;9;10;10;------;0;0;0
62;0;12;12;12;B--G--;0;0;0
63;0;2;0;4;---G-W;0;0;0
64;0;2;1;1;---G-W;0;0;0
65;0;2;2;2;-----W;0;0;0
66;0;5;5;1;-----W;0;0;0
67;0;6;5;5;-----W;0;-2;0
68;0;6;7;5;-----W;0;0;0
69;0;3;4;4;B-----;0;0;0
70;0;4;6;3;B-----;0;0;0
71;0;4;3;2;BC----;0;0;0
72;0;4;5;3;B-----;0;0;0
73;0;4;4;4;B-----;4;0;0
74;0;5;5;4;B--G--;0;0;0
75;0;5;6;5;B-----;0;0;0
76;0;6;5;5;B-D---;0;0;0
77;0;7;7;7;B-----;0;0;0
78;0;8;5;5;B-----;0;-5;0
79;0;8;8;8;B-----;0;0;0
80;0;8;8;8;B--G--;0;0;1
81;0;9;6;6;BC----;0;0;0
82;0;7;5;5;B-D--W;0;0;0
83;0;0;1;1;-C----;0;0;0
84;0;2;1;1;-CD--W;0;0;0
85;0;3;2;3;-C----;0;0;0
86;0;3;1;5;-C----;0;0;0
87;0;4;2;5;-C-G--;0;0;0
88;0;5;4;4;-C----;0;0;0
89;0;5;4;1;-C----;2;0;0
90;0;8;5;5;-C----;0;0;0
91;0;0;1;2;---G--;0;1;0
92;0;1;0;1;---G--;2;0;0
93;0;1;2;1;---G--;0;0;0
94;0;2;1;4;---G--;0;0;0
95;0;2;2;3;---G--;0;0;0
96;0;2;3;2;---G--;0;0;0
97;0;3;3;3;---G--;0;0;0
